id,area,title,persona,journey,expected,entry_points,qa_status,bug_ids,fix_status,retest_status,fix_commits,evidence,last_report,overlaps,notes
MED-imagem-por-variacao-na-loja,MED,A variação com imagem própria troca a foto em destaque na loja,Marina,J-foto-e-alt-do-produto,"Apontar uma imagem da galeria para a variação faz a página do produto trocar a imagem em destaque ao escolher aquela combinação; variação sem imagem própria usa a principal; e remover da galeria uma imagem usada por variação faz a variação voltar à principal, sem referência quebrada",http://localhost:8081/admin/produtos/:id/editar; http://localhost:8080/produto/<slug>,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PMD-06` + `PFM-17` (P3.2 AC 1-3). O selo `Mockup` (`PMD-03`, `images[].source`) é conferido na mesma passada: imagem vinda do estúdio mostra o selo, enviada à mão não. Marina no celular é quem fecha: é lá que a troca de imagem acontece de verdade."
MED-upload-rejeita-antes-de-comprimir,MED,"Arquivo de 12 MB é rejeitado nominalmente, antes de entrar no canvas",Nana,J-foto-e-alt-do-produto,"A copy da dropzone diz ""PNG, JPG ou WebP até 8 MB · convertidas para WebP 1600 px""; um arquivo de 12 MB é rejeitado nomeando arquivo e motivo sem travar a aba; e num lote de 6 com 2 inválidos os 4 válidos sobem com progresso individual",http://localhost:8081/admin/produtos/:id/editar,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,BLK-grade-rapida-imagem-na-celula,"`PMD-02` + `PMD-04` (P2.4 AC 4, 6-7). O defeito era a copy mentir: dizia `máx. 5MB` e `handleFiles` não validava tamanho algum — um arquivo de 40 MB entrava, ia para o canvas e travava a aba. A prova é **dupla**: rejeitar **e** não ter passado pelo canvas. Rejeitar depois de comprimir é o mesmo defeito com mensagem. Falha parcial não cancela o lote (edge case da spec)."
MED-webp-1600-no-storage,MED,Todo WebP gravado no Storage tem no máximo 1600 px no maior lado,Nana,J-foto-e-alt-do-produto,"Uma imagem de 3 MB aceita é convertida para WebP com no máximo 1600 px no maior lado, verificável no arquivo servido por /storage/v1/object/public/product-images/",http://localhost:8081/admin/produtos/:id/editar,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PMD-02` AC 5. Eram 1200 px — pequeno demais para o zoom de uma vitrine que vende detalhe de estampa. A verificação é no **arquivo**, não na tela: baixar o objeto do Storage e medir."
ORD-confirmacao-sobrevive-reload,ORD,Confirmacao do pedido sobrevive a um reload,Marina,J-compra-pix-celular,"Recarregar /pedido/:id continua mostrando mascote, número, valor pago e a timeline no estágio certo",http://localhost:8080/pedido/:id,blocked-verify,BUG-20260728-edge-runtime-sem-dns,,,,,../reports/2026-07-28-checkout-08-09.md,,"A confirmacao era estado interno do checkout e **morria no reload**: o carrinho é limpo na aprovação, entao a página caia em 'carrinho vazio'. Virou rota própria. Conferir também: uma única pílula geleia na tela ('Acompanhar pedido'), com 'Ver mais pins' em contorno."
ORD-timeline-sem-depender-de-cor,ORD,Estágio do pedido é legivel sem depender de cor,Sofia,J-compra-pix-celular,Concluido/atual/futuro se distinguem por forma (preenchido/anel/contorno) e são anunciados pelo leitor de tela,http://localhost:8080/pedido/:id,blocked-verify,BUG-20260728-edge-runtime-sem-dns,,,,,../reports/2026-07-28-checkout-08-09.md,,"A timeline monocromatica substituiu cinco badges coloridas de status. O ponto não é estético: quem usa leitor de tela ou não distingue cores precisa saber em que estágio o pedido está. Conferir também que 'Pago' lê `paid_at`, não `orders.status` — o RPC de aprovação deixa `status` em `pending` e grava `payment_status='approved'`; quem olhasse `status` mostraria pedido pago como não pago."
PAY-cartao-sem-pan-no-backend,PAY,Dados do cartao nunca chegam ao backend da loja,Léo,J-compra-cartao-parcelado,Nenhuma requisicao para *.supabase.* contem PAN ou CVV; só o token do Brick,http://localhost:8080/checkout,blocked-verify,BUG-20260728-edge-runtime-sem-dns,,,,,../reports/2026-07-28-checkout-08-09.md,,PCI SAQ-A. Verificavel só com o painel de rede aberto durante um pagamento real de sandbox — não ha' teste automatizado que prove isso. Conferir também que o CPF do **pedido** sobrescreve o `payer.identification` que o Brick manda.
PAY-cpf-obrigatorio-e-valido,PAY,"PIX exige CPF do pagador, validado por dígito verificador",Bia,J-compra-pix-celular,CPF invalido mostra erro no campo e mantem o CTA desabilitado; valido libera,http://localhost:8080/checkout,pass,,,,,docs/qa/evidence/2026-07-28-checkout-08-09/,../reports/2026-07-28-checkout-08-09.md,,A API do Mercado Pago exige `payer.identification` para PIX no Brasil. Antes da 08 o CPF era coletado e **jogado fora**. Bia é a persona certa aqui: ela não entende por que a loja quer o CPF dela. Conferir se a justificativa ao lado do campo responde essa pergunta.
PAY-cpf-persistido-e-preenchido,PAY,CPF é salvo e volta preenchido na compra seguinte,Marina,J-recompra-endereco-salvo,customers.cpf gravado após a compra; no checkout seguinte o campo já vem preenchido,http://localhost:8080/checkout,untested,,,,,,,,"Prova no banco, não na tela. `.update()` no Supabase **não lanca quando a RLS nega** — devolve 0 linhas sem `error`. Uma tela dizendo 'salvo' não prova nada; conferir `SELECT cpf FROM customers`."
PAY-pix-expirado-mesmo-pedido,PAY,PIX expirado gera código novo no mesmo pedido,Rui,J-retomar-pagamento-falho,Novo código emitido para o MESMO order_id; nenhum pedido novo criado; aponta para /conta,http://localhost:8080/checkout,blocked-verify,BUG-20260728-edge-runtime-sem-dns,,,,,../reports/2026-07-28-checkout-08-09.md,,Conferir a contagem de pedidos no banco antes e depois de gerar o segundo código. Um pedido novo aqui seria pedido órfão no painel do MP.
PAY-pix-tela-mostra-valor,PAY,Tela do PIX mostra quanto vai ser pago,Marina,J-compra-pix-celular,"Valor em destaque com a nota do desconto PIX, contador mm:ss em contagem regressiva, QR e botão Copiar",http://localhost:8080/checkout,fail,BUG-20260728-edge-runtime-sem-dns,,,,docs/qa/evidence/2026-07-28-checkout-08-09/,../reports/2026-07-28-checkout-08-09.md,,"A tela não mostrava o valor — o dado mais basico dela. Conferir também que **não existe** botão 'ja' paguei': a tela avanca sozinha por Realtime, e ha' um indicador de escuta ativa. No mobile: o QR precisa caber sem scroll horizontal e o código copia-e-cola não pode empurrar o layout."
PAY-webhook-duplicado-baixa-1x,PAY,Webhook reentregue não baixa o estoque duas vezes,Rui,J-retomar-pagamento-falho,"Com a mesma notificação entregue 2-3x, products.stock_total decrementa exatamente 1x",webhook: POST /functions/v1/mercado-pago?action=webhook,blocked-verify,BUG-20260728-edge-runtime-sem-dns,,,,,../reports/2026-07-28-checkout-08-09.md,,"Idempotência herdada da 02, mas a **Orders API mudou o formato** da notificação na 09 — e o MP entregou 2 notificações por order durante a validação de sandbox. Reconferir. Conferir também: assinatura invalida devolve 401 e não altera nada."
PRD-cadastro-com-grade-happy,PRD,"Cadastrar produto com 2 eixos e preço por linha, até aparecer na loja",Nana,J-cadastrar-produto-com-grade,"O produto publicado aparece em /produto/<slug> com os dois seletores, a faixa ""a partir de R$ X"" e o preço da combinação escolhida igual ao gravado em product_variants",http://localhost:8081/admin/produtos/novo,pass,BUG-20260802-loja-nao-mostra-nenhum-produto,fixed,pass,eca8b64,docs/qa/evidence/2026-08-02-backoffice-catalogo-11-14/loja-produto-nao-encontrado.png,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"A walk completa da feature `11`: 5 abas (`PFM-01`), eixos livres com presets e teto de 3 (`PFM-07`), grade com preço absoluto por linha agrupada pelo 1º eixo e rodapé `N variações · faixa R$ X – Y · Z un.` (`PFM-08` AC 7-8, 13), aviso de precedência da grade sobre o preço padrão (`PFM-15`). Só está andado quando a loja mostra o resultado — o preço cobrado é recalculado no servidor a partir de `product_variants.price`, então uma grade gravada que a vitrine não lê é produto que existe e não vende. Conferir a linha no banco, não a tela (`AD-012`)."
PRD-checklist-e-resumo-dizem-a-verdade,PRD,"Checklist com progresso e Resumo mostrando a faixa de preço, sem -Infinity",Nana,J-nao-perder-o-trabalho-no-formulario,"O checklist mostra badge ""N de M"", barra de progresso e a ação por item pendente (Ir → / Gerar), bloqueando Salvar e publicar mas não Salvar rascunho; o Resumo mostra ""Faixa de preço R$ X – Y"" quando há grade; e preço 0 com custo preenchido não renderiza card de margem",http://localhost:8081/admin/produtos/:id/editar,pass,BUG-20260802-gerar-do-seo-nao-gera-nada,fixed,pass,7ba37ef,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PFM-14` + `PFM-12` (P1.7 AC 4-5, 12-13) + `RFN-07` (AC 4-7). O `-Infinity` era literal: a margem dividia por `form.price` guardando só contra `cost_price > 0`. O Resumo mostrar `base_price` em vez da faixa **não é detalhe de layout** — é o defeito que o programa `07`→`14` existiu para matar: produto com grade não vende pelo `base_price`."
PRD-erro-em-aba-fechada-aponta,PRD,Salvar com pendência em aba fechada bloqueia e aponta a aba e o campo,Dora,J-nao-perder-o-trabalho-no-formulario,"O save é bloqueado, a aba com pendência exibe um badge com a contagem de erros, e clicar no badge abre a aba e foca o primeiro campo inválido — nunca um toast genérico ""Erro ao salvar produto""",http://localhost:8081/admin/produtos/novo,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PFM-11` (P1.7 AC 1-3). A regressão mais provável de toda a `11`, e a mais invisível: o `required` do preço vivia dentro do `TabsContent value=""precos""` e o `Tabs` do Radix **desmonta o conteúdo inativo** — salvar de outra aba passava batido. A validação tinha que sair do input. Dora é a persona certa: ela preenche o que entende (nome, foto) e não sabe que existe uma aba de preço."
PRD-excluir-variacao-vendida,PRD,"Excluir variação já vendida é recusado, nomeando os pedidos e oferecendo Pausar",Nana,J-cadastrar-produto-com-grade,"A exclusão é recusada com a contagem de pedidos que referenciam a variação e a ação Pausar no lugar — nunca um erro de FK cru, nunca o histórico do pedido perdido",http://localhost:8081/admin/produtos/:id/editar,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PFM-08` AC 9a. A FK `order_items.variant_id → product_variants(id)` não tem `ON DELETE`, então excluir estoura erro de banco cru na cara da lojista — e se algum dia ganhar `CASCADE`, apaga item de pedido pago. Cenário de severidade alta: mistura dinheiro (histórico de venda) com uma ação de um clique. Pausar (`is_active = false`) é o caminho correto — a linha sai da loja e o histórico fica."
PRD-grade-regerar-com-diff,PRD,Regerar do cruzamento mostra o diff antes e preserva o que já tinha preço,Nana,J-cadastrar-produto-com-grade,"Regerar exibe ""N a criar · M a remover"" antes de aplicar, e as combinações que já existiam mantêm preço, promo, estoque, SKU, peso e imagem",http://localhost:8081/admin/produtos/:id/editar,pass,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,`PFM-08` AC 6 + o edge case de reduzir os eixos de 3 para 2: nenhuma variação pode sumir sem a lojista confirmar. É o caminho onde um bug apaga trabalho pago — 20 linhas de preço preenchidas à mão. Cancelar o diff tem que deixar a grade intacta.
PRD-linha-sem-preco-nao-vende,PRD,Variação ativa sem preço marca a linha e bloqueia o publicar,Nana,J-cadastrar-produto-com-grade,"A linha ativa sem preço fica com borda de erro e a frase ""sem preço a variação não entra na loja"", Salvar e publicar é bloqueado, e o rodapé calcula a faixa só sobre linhas ativas com preço",http://localhost:8081/admin/produtos/:id/editar,pass,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PFM-08` AC 11 + 13. É a pendência mais provável no uso real: a lojista gera 6 linhas e preenche 5. A regra vem da `07`/T2, que decidiu que variação sem preço **nasce pausada e não vendável** — porque ativa e sem preço a loja mostraria a combinação, a cliente compraria, e o servidor cairia no fallback de `base_price`. Undercharge esperando acontecer."
PRD-mascaras-e-politica-de-estoque,PRD,"Colar R$ da planilha, digitar peso em gramas e escolher a política de estoque",Nana,J-cadastrar-produto-com-grade,"""R$ 1.234,56"" colado vira 1234.56 no banco; ""18"" no peso exibe ""18 g"" e persiste 0.018 kg; texto sem número não vira NaN; a política é um segmentado de 3 modos e ""Não controlar"" desabilita a coluna Estoque da grade",http://localhost:8081/admin/produtos/:id/editar,pass,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PFM-10` (consumo dos inputs mascarados entregues pela `07`) + `PFM-09`. Nana cola da planilha onde controla custos — é o caminho real, não um caso de borda. `0,018` kg digitado à mão é convite a errar uma ordem de grandeza, e peso errado é frete errado: o valor vai para a cotação do Melhor Envio. Conferir o **banco**, não o campo."
PRD-rascunho-sobrevive-ao-f5,PRD,Alterar um campo e dar F5 oferece restaurar o rascunho,Nana,J-nao-perder-o-trabalho-no-formulario,"A tela mostra ""Rascunho salvo automaticamente · há N s""; depois de um F5 o formulário do mesmo produto oferece restaurar; e um save bem-sucedido descarta o rascunho daquele produto",http://localhost:8081/admin/produtos/:id/editar,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PFM-13` (P1.7 AC 6-8). O defeito original: um F5 perdia tudo, sem rascunho nem guarda de saída — e o formulário do produto é a tela mais longa do backoffice. Chaveado por produto no `sessionStorage` (`nanapin-product-draft`): o rascunho do produto A não pode aparecer ao abrir o produto B. Conferir também que `sessionStorage` cheio/indisponível falha em silêncio sem quebrar o formulário."
PRD-saida-e-descarte-pedem-confirmacao,PRD,Sair com alteração não salva e Descartar pedem confirmação nomeada,Dora,J-nao-perder-o-trabalho-no-formulario,"O cabeçalho fixo mostra o badge ""Alterações não salvas""; sair (navegação interna ou fechar aba) pede confirmação; e Descartar abre confirmação nomeando o que se perde, sem apagar nada antes do aceite",http://localhost:8081/admin/produtos/:id/editar,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PFM-13` (AC 9-10) + `RFN-08` AC 1. `Descartar` era a **única ação destrutiva do formulário sem confirmação** — e Dora clica nela achando que significa ""fechar sem salvar""."
PRD-slug-301-preserva-link-antigo,PRD,Mudar o slug de produto publicado com 301 mantém o link do Stories vivo,Marina,J-mudar-url-sem-quebrar-link,"Ao alterar o slug de um produto publicado aparece aviso âmbar de 301 com toggle ligado por padrão; depois de salvar, abrir a URL antiga na loja (celular, aba nova) chega à página do produto",http://localhost:8081/admin/produtos/:id/editar; http://localhost:8080/produto/<slug-antigo>,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PFM-04` (P1.5 AC 6-7) na gravação + `PST-07` (feature `07`) na resolução. Único cenário de backoffice cuja prova final é **mobile**: o link divulgado é do Stories e o clique real acontece no navegador do Instagram. Inclui a regra sutil do AC 9: se o slug novo já estava em `product_redirects` apontando para outro produto, o registro conflitante é removido — slug ativo vence redirect, senão um produto vivo fica inalcançável."
PRD-slug-disponibilidade-antes-do-save,PRD,"Slug duplicado é detectado enquanto se digita, não no insert",Nana,J-mudar-url-sem-quebrar-link,"Digitar um slug existente mostra ""Já existe"" em vermelho com sugestão de sufixo e bloqueia o Salvar apontando o campo; um slug livre mostra ""Disponível"" em verde, com debounce (a consulta não roda a cada tecla)",http://localhost:8081/admin/produtos/:id/editar,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PFM-03` (P1.5 AC 4-5). O defeito 15: o slug duplicado só falhava quando o `UNIQUE` do banco estourava, virando o toast genérico ""Erro ao salvar produto"" — depois de a lojista ter preenchido a tela inteira. O debounce faz parte do requisito: sem ele são N consultas por palavra digitada."
PRD-slug-mora-so-em-seo,PRD,"O slug tem um único campo, na aba SEO, e Geral só mostra a URL",Nana,J-mudar-url-sem-quebrar-link,"A aba Geral exibe a URL como linha de leitura com o link ""Editar em SEO →"" e nenhum campo editável de slug; o campo ""URL personalizada"" existe só na aba SEO",http://localhost:8081/admin/produtos/:id/editar,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PFM-02` (P1.5 AC 1). Antes havia **dois** campos editáveis para o mesmo dado (Geral e SEO) — a lojista editava um e o outro sobrescrevia. Conferir também que a URL exibida usa o domínio certo (`nanita.com.br`): o `STORE_URL_PREFIX` do `SlugField` mostrava `nanapin.com.br` até o rebrand, ou seja mostrava à lojista uma URL pública que não existe."
PRD-slug-vinculo-com-o-nome,PRD,"O slug segue o nome até ser editado à mão, e a tela avisa quando o vínculo rompe",Nana,J-mudar-url-sem-quebrar-link,"Mudar o nome antes de tocar no slug regera o slug; depois de editar o slug à mão, mudar o nome não altera mais a URL — e a tela informa isso",http://localhost:8081/admin/produtos/novo,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,,"`PFM-02`/`PFM-04` (P1.5 AC 2-3). O silêncio é o risco: se o vínculo romper sem aviso, a lojista renomeia o produto, acha que a URL acompanhou, divulga a URL antiga e ela não existe. Com o toggle de 301 desligado (AC 10), nenhum registro é criado — escolha consciente, não surpresa."
PRD-taxonomia-nao-suja,PRD,Tags com dedupe tolerante e categorias múltiplas que voltam na ordem,Nana,J-cadastrar-produto-com-grade,"""Naruto"" com ""naruto"" existente gera aviso âmbar com Usar a existente / Manter sem substituir sozinho; colar três tags cria três chips; o teto de 15 bloqueia com ""15 de 15""; e as categorias escolhidas voltam na mesma ordem depois de salvar e recarregar",http://localhost:8081/admin/produtos/novo,skipped,,,,,,docs/qa/reports/2026-08-02-backoffice-catalogo-11-14.md,CAT-criar-inline-sem-perder-rascunho,"`PFM-06` (AC 6-11) + `PFM-05` (AC 1-4). O defeito original criava `Naruto`, `naruto` e `naruto ` como coisas diferentes, e isso vaza para os filtros da listagem e da vitrine. A ordem das categorias não é estética: `product_categories.position` é o desempate de qual categoria a loja exibe no selo do produto (`PST-06`)."
SHP-cotacao-indisponivel-nao-bloqueia,SHP,Melhor Envio fora do ar não impede a compra,Marina,J-frete-real-melhor-envio,Aparece opção única 'Frete padrão' com default_shipping_cost e um aviso; a compra conclui,http://localhost:8080/checkout,fail,BUG-20260728-frete-fallback-sem-aviso,,,,docs/qa/evidence/2026-07-28-checkout-08-09/,../reports/2026-07-28-checkout-08-09.md,,Perder a venda é pior que cobrar o flat configurado. O aviso tem de ser visível — falha de terceiro silenciosa é pior que falha explicita. Forcar derrubando a edge function `melhor-envio` ou bloqueando a rota no browser.
SHP-dimensoes-reais-na-cotacao,SHP,"Cotação usa peso e dimensoes reais do produto, não os fallbacks",Marina,J-frete-real-melhor-envio,Produto com weight_kg/width_cm cadastrados produz cotação diferente de produto sem,http://localhost:8080/checkout,blocked-verify,,,,,,../reports/2026-07-28-checkout-08-09.md,,"Os mappers de produto descartavam `weight_kg`/`width_cm`/`height_cm`/`length_cm`, entao a cotação 'real' saia sempre com os fallbacks 11/2/16/0,1 — **frete errado com cara de certo**. Não dá para verificar isso olhando a tela: precisa comparar duas cotações, uma com dimensao cadastrada e outra sem, e ver que os valores diferem."
SHP-fronteira-frete-gratis,SHP,Subtotal exatamente igual ao threshold libera o frete gratis,Léo,J-frete-real-melhor-envio,"Com threshold 150 e subtotal 150,00 exatos, a opção mais barata mostra 'Gratis' com preço riscado",http://localhost:8080/checkout,blocked-verify,,,,,,../reports/2026-07-28-checkout-08-09.md,,"A comparação é `>=`, não `>`. Esta igualdade exata **ja sobreviveu a um mutante** — todos os testes usavam subtotal 200 contra threshold 150, e a fronteira não tinha sensor. Conferir também o lado de baixo: 149,99 não libera."
SHP-opcoes-com-data-de-entrega,SHP,"Cada opção de envio mostra transportadora, preço e data",Marina,J-frete-real-melhor-envio,"Opções mostram data ('Chega entre 4 e 6 de agosto'), nunca prazo generico em dias",http://localhost:8080/checkout,blocked-verify,,,,,,../reports/2026-07-28-checkout-08-09.md,,Antes da 08 os três prazos eram string fixa ('6-10 dias uteis'). A data é `hoje + handling_days + delivery_range` em dias uteis (seg-sex). No mobile cada linha de opção tem radio + transportadora + preço: conferir que a linha não estoura a largura nem embrulha o nome do serviço.
SHP-snapshot-destrava-backoffice,SHP,Pedido criado pela loja pode ter etiqueta cotada no backoffice,Léo,J-frete-real-melhor-envio,"A aba Melhor Envio do pedido cota sem estourar TypeError, porque orders.address_zip está preenchido",http://localhost:8081/admin/pedidos,untested,,,,,,,,"Bug vivo antes da 08: `AddressStep` não devolvia o CEP, `orders.address_zip` ficava nulo, e `MelhorEnvioTab.tsx:71` fazia `order.address_zip.replace(...)` — **TypeError em qualquer pedido criado pela loja**. SÓ é verificavel atravessando as duas superficies: comprar na loja, depois abrir no backoffice. Nenhum teste de componente pega isso."
SHP-trocar-cep-descarta-frete,SHP,Trocar o CEP depois de escolher o frete descarta a seleção,Rui,J-frete-real-melhor-envio,"Seleção zerada, shipping_cost volta a 0, CTA desabilita e o pedido em curso é invalidado",http://localhost:8080/checkout,untested,,,,,,,,Nunca cobrar o frete de um CEP antigo. Cobre também a corrida: resposta de uma cotação anterior chegando depois não pode sobrescrever o resultado do CEP novo.
